log_id,User ID,Timestamp,Channel,Campaign
LOG_005121,84915,2025-02-11 04:41:10,Display Ads,Discount Offer
LOG_005122,53151,2025-02-11 08:41:05,Social Media,Discount Offer
LOG_005123,32550,2025-02-10 13:06:37,Display Ads,Discount Offer
LOG_005124,29440,2025-02-11 21:50:37,Direct Traffic,Organic_Direct
LOG_005125,22407,2025-02-10 15:12:28,Direct Traffic,Organic_Direct
LOG_005126,37332,2025-02-11 03:34:59,Direct Traffic,Organic_Direct
LOG_005127,15978,2025-02-10 01:45:55,Referral,Brand Awareness
LOG_005128,63551,2025-02-10 21:53:22,Social Media,Winter Sale
LOG_005129,63781,2025-02-10 22:02:05,Social Media,New Product Launch
LOG_005130,75302,2025-02-11 15:51:09,Search Ads,Retargeting
LOG_005131,51208,2025-02-11 13:07:25,Social Media,Organic_Direct
LOG_005132,60001,2025-02-10 04:06:45,Direct Traffic,Organic_Direct
LOG_005133,74350,2025-02-10 04:30:52,Search Ads,Discount Offer
LOG_005134,81711,2025-02-10 18:39:50,Social Media,Organic_Direct
LOG_005135,74513,2025-02-11 01:12:45,Direct Traffic,Organic_Direct
LOG_005136,93964,2025-02-11 00:23:55,Search Ads,New Product Launch
LOG_005137,32120,2025-02-10 08:39:00,Email,Brand Awareness
LOG_005138,83254,2025-02-10 16:22:21,Email,Organic_Direct
LOG_005139,52438,2025-02-11 11:38:14,Display Ads,Winter Sale
LOG_005140,92200,2025-02-10 18:04:36,Display Ads,Discount Offer
LOG_005141,30820,2025-02-11 14:49:19,Referral,Brand Awareness
LOG_005142,74223,2025-02-11 05:10:49,Search Ads,Organic_Direct
LOG_005143,13737,2025-02-11 00:26:20,Direct Traffic,Organic_Direct
LOG_005144,78752,2025-02-10 21:03:35,Email,Winter Sale
LOG_005145,55355,2025-02-10 23:32:58,Display Ads,Discount Offer
LOG_005146,24634,2025-02-10 13:14:28,Display Ads,Organic_Direct
LOG_005147,10654,2025-02-10 03:50:37,Search Ads,Winter Sale
LOG_005148,74534,2025-02-11 13:09:37,Email,Winter Sale
LOG_005149,72118,2025-02-11 04:17:17,Search Ads,Discount Offer
LOG_005150,31134,2025-02-10 02:13:29,Search Ads,Retargeting
LOG_005151,32651,2025-02-11 23:30:39,Referral,Winter Sale
LOG_005152,18301,2025-02-11 14:22:45,Referral,Discount Offer
LOG_005153,12863,2025-02-11 16:17:39,Email,Winter Sale
LOG_005154,59482,2025-02-11 07:04:04,Email,Winter Sale
LOG_005155,47775,2025-02-11 13:27:04,Direct Traffic,Organic_Direct
LOG_005156,30977,2025-02-10 23:51:06,Referral,Organic_Direct
LOG_005157,86886,2025-02-10 04:02:10,Direct Traffic,Organic_Direct
LOG_005158,39101,2025-02-11 14:19:09,Social Media,Brand Awareness
LOG_005159,31021,2025-02-10 00:58:27,Social Media,Winter Sale
LOG_005160,26253,2025-02-10 07:32:17,Direct Traffic,Organic_Direct
LOG_005161,57396,2025-02-11 01:01:34,Email,Retargeting
LOG_005162,13528,2025-02-10 17:01:33,Social Media,Discount Offer
LOG_005163,73762,2025-02-11 21:59:37,Direct Traffic,Organic_Direct
LOG_005164,27774,2025-02-10 20:30:37,Referral,Retargeting
LOG_005165,11107,2025-02-10 23:07:49,Social Media,Brand Awareness
LOG_005166,87938,2025-02-10 17:21:58,Referral,Retargeting
LOG_005167,28144,2025-02-10 00:50:07,Referral,Winter Sale
LOG_005168,49207,2025-02-11 09:54:41,Referral,Retargeting
LOG_005169,65497,2025-02-10 09:30:43,Search Ads,Brand Awareness
LOG_005170,96629,2025-02-11 06:41:19,Email,Organic_Direct
LOG_005171,57726,2025-02-10 02:16:04,Display Ads,Discount Offer
LOG_005172,58481,2025-02-11 05:27:45,Referral,Discount Offer
LOG_005173,70698,2025-02-10 13:18:32,Email,Organic_Direct
LOG_005174,44295,2025-02-11 16:15:25,Display Ads,Organic_Direct
LOG_005175,17329,2025-02-10 23:06:31,Direct Traffic,Organic_Direct
LOG_005176,82701,2025-02-10 12:37:11,Direct Traffic,Organic_Direct
LOG_005177,57627,2025-02-10 09:48:00,Social Media,Brand Awareness
LOG_005178,33991,2025-02-11 03:34:52,Social Media,Winter Sale
LOG_005179,95948,2025-02-11 22:08:52,Direct Traffic,Organic_Direct
LOG_005180,85643,2025-02-10 06:30:09,Display Ads,Brand Awareness
LOG_005181,22861,2025-02-11 10:28:48,Search Ads,Winter Sale
LOG_005182,53902,2025-02-10 22:12:44,Search Ads,Winter Sale
LOG_005183,30155,2025-02-11 15:43:38,Search Ads,Retargeting
LOG_005184,64847,2025-02-11 23:07:39,Email,New Product Launch
LOG_005185,27556,2025-02-10 20:39:51,Referral,Organic_Direct
LOG_005186,16893,2025-02-10 18:57:54,Referral,Discount Offer
LOG_005187,48099,2025-02-11 19:38:04,Direct Traffic,Organic_Direct
LOG_005188,39056,2025-02-11 03:25:17,Search Ads,Brand Awareness
LOG_005189,34935,2025-02-11 18:50:18,Social Media,Winter Sale
LOG_005190,55905,2025-02-10 12:22:16,Direct Traffic,Organic_Direct
LOG_005191,94174,2025-02-11 05:52:55,Display Ads,Discount Offer
LOG_005192,46050,2025-02-11 04:32:58,Referral,Retargeting
LOG_005193,34737,2025-02-11 22:32:04,Search Ads,Winter Sale
LOG_005194,55737,2025-02-10 00:41:22,Search Ads,Organic_Direct
LOG_005195,72645,2025-02-11 00:39:54,Direct Traffic,Organic_Direct
LOG_005196,71938,2025-02-10 17:05:31,Direct Traffic,Organic_Direct
LOG_005197,89685,2025-02-11 09:07:01,Display Ads,Winter Sale
LOG_005198,88094,2025-02-11 13:56:56,Email,Retargeting
LOG_005199,13004,2025-02-11 05:31:36,Email,Retargeting
LOG_005200,86706,2025-02-10 05:04:22,Search Ads,Discount Offer
LOG_005201,49394,2025-02-11 09:52:15,Email,Brand Awareness
LOG_005202,70378,2025-02-11 14:11:23,Email,Organic_Direct
LOG_005203,24845,2025-02-10 00:04:28,Search Ads,Retargeting
LOG_005204,76601,2025-02-11 21:46:08,Display Ads,Discount Offer
LOG_005205,53707,2025-02-10 10:51:45,Display Ads,Organic_Direct
LOG_005206,80623,2025-02-10 07:29:10,Display Ads,Brand Awareness
LOG_005207,24771,2025-02-11 09:42:08,Search Ads,New Product Launch
LOG_005208,51399,2025-02-11 17:48:05,Direct Traffic,Organic_Direct
LOG_005209,47957,2025-02-11 08:35:15,Search Ads,Discount Offer
LOG_005210,41962,2025-02-11 10:39:20,Display Ads,Winter Sale
LOG_005211,17478,2025-02-11 02:44:50,Display Ads,Organic_Direct
LOG_005212,20124,2025-02-10 08:37:24,Direct Traffic,Organic_Direct
LOG_005213,24576,2025-02-10 10:59:52,Social Media,Brand Awareness
LOG_005214,82038,2025-02-11 05:35:11,Direct Traffic,Organic_Direct
LOG_005215,89467,2025-02-11 15:21:04,Email,Discount Offer
LOG_005216,20853,2025-02-11 20:32:18,Referral,New Product Launch
LOG_005217,32562,2025-02-11 16:22:32,Email,Brand Awareness
LOG_005218,98843,2025-02-10 22:29:58,Social Media,Discount Offer
LOG_005219,56968,2025-02-11 02:36:22,Display Ads,Winter Sale
LOG_005220,99018,2025-02-10 04:06:02,Referral,Brand Awareness
LOG_005221,23018,2025-02-11 23:03:42,Search Ads,New Product Launch
LOG_005222,83286,2025-02-11 17:50:13,Referral,Discount Offer
LOG_005223,86974,2025-02-11 13:13:55,Display Ads,Brand Awareness
LOG_005224,80999,2025-02-10 04:43:29,Display Ads,Winter Sale
LOG_005225,46924,2025-02-11 01:16:55,Email,Discount Offer
LOG_005226,26430,2025-02-10 17:40:48,Email,Retargeting
LOG_005227,71979,2025-02-11 21:59:32,Direct Traffic,Organic_Direct
LOG_005228,33499,2025-02-10 23:53:16,Referral,Organic_Direct
LOG_005229,27079,2025-02-10 10:57:00,Direct Traffic,Organic_Direct
LOG_005230,54502,2025-02-11 02:49:23,Search Ads,Retargeting
LOG_005231,69153,2025-02-10 10:24:31,Email,New Product Launch
LOG_005232,82581,2025-02-11 21:17:20,Direct Traffic,Organic_Direct
LOG_005233,73457,2025-02-10 03:54:48,Search Ads,New Product Launch
LOG_005234,51020,2025-02-10 17:19:10,Email,Retargeting
LOG_005235,66866,2025-02-10 01:12:57,Referral,Winter Sale
LOG_005236,22011,2025-02-11 06:23:44,Direct Traffic,Organic_Direct
LOG_005237,61828,2025-02-10 05:34:48,Referral,Organic_Direct
LOG_005238,55755,2025-02-10 16:02:59,Display Ads,New Product Launch
LOG_005239,99481,2025-02-11 17:16:15,Direct Traffic,Organic_Direct
LOG_005240,89128,2025-02-10 14:47:02,Referral,Discount Offer
LOG_005241,59319,2025-02-11 14:35:04,Display Ads,New Product Launch
LOG_005242,46506,2025-02-11 15:57:32,Direct Traffic,Organic_Direct
LOG_005243,22917,2025-02-10 17:10:12,Social Media,Organic_Direct
LOG_005244,99490,2025-02-11 21:31:28,Referral,New Product Launch
LOG_005245,66986,2025-02-11 23:21:19,Direct Traffic,Organic_Direct
LOG_005246,89467,2025-02-11 21:33:11,Social Media,New Product Launch
LOG_005247,71797,2025-02-11 15:06:53,Email,Discount Offer
LOG_005248,95772,2025-02-10 07:25:37,Display Ads,Organic_Direct
LOG_005249,75841,2025-02-11 05:54:56,Social Media,Winter Sale
LOG_005250,17702,2025-02-10 06:28:50,Direct Traffic,Organic_Direct
LOG_005251,74772,2025-02-11 01:50:19,Email,Discount Offer
LOG_005252,40968,2025-02-10 00:50:11,Direct Traffic,Organic_Direct
LOG_005253,17702,2025-02-11 09:15:58,Social Media,New Product Launch
LOG_005254,27079,2025-02-10 15:37:18,Direct Traffic,Organic_Direct
LOG_005255,86889,2025-02-10 06:42:22,Direct Traffic,Organic_Direct
LOG_005256,27700,2025-02-10 01:42:43,Direct Traffic,Organic_Direct
LOG_005257,53526,2025-02-10 22:28:03,Email,Discount Offer
LOG_005258,86379,2025-02-11 11:44:05,Display Ads,New Product Launch
LOG_005259,97826,2025-02-11 11:46:04,Search Ads,Brand Awareness
LOG_005260,75656,2025-02-11 21:43:24,Display Ads,New Product Launch
LOG_005261,89128,2025-02-10 11:16:46,Search Ads,Organic_Direct
LOG_005262,33336,2025-02-11 20:23:19,Direct Traffic,Organic_Direct
LOG_005263,86539,2025-02-11 21:11:11,Display Ads,Discount Offer
LOG_005264,48574,2025-02-11 13:39:25,Social Media,Retargeting
LOG_005265,55533,2025-02-10 17:16:58,Direct Traffic,Organic_Direct
LOG_005266,98881,2025-02-10 00:34:52,Email,New Product Launch
LOG_005267,78804,2025-02-11 14:00:17,Social Media,Brand Awareness
LOG_005268,83307,2025-02-10 07:17:14,Search Ads,Organic_Direct
LOG_005269,82557,2025-02-10 21:42:07,Social Media,Winter Sale
LOG_005270,47631,2025-02-11 09:48:56,Email,Discount Offer
LOG_005271,35216,2025-02-10 04:35:52,Direct Traffic,Organic_Direct
LOG_005272,90701,2025-02-11 11:37:13,Display Ads,Brand Awareness
LOG_005273,70492,2025-02-11 22:40:37,Search Ads,Organic_Direct
LOG_005274,11780,2025-02-10 21:53:07,Display Ads,Winter Sale
LOG_005275,76288,2025-02-10 14:50:43,Display Ads,Discount Offer
LOG_005276,49271,2025-02-11 00:00:04,Direct Traffic,Organic_Direct
LOG_005277,57669,2025-02-11 07:36:17,Direct Traffic,Organic_Direct
LOG_005278,73311,2025-02-11 21:01:47,Referral,Winter Sale
LOG_005279,67005,2025-02-11 10:16:32,Email,Brand Awareness
LOG_005280,34094,2025-02-11 02:54:00,Email,Winter Sale
LOG_005281,79602,2025-02-10 16:34:48,Referral,Organic_Direct
LOG_005282,79894,2025-02-11 12:07:26,Direct Traffic,Organic_Direct
LOG_005283,48639,2025-02-11 21:54:29,Social Media,Winter Sale
LOG_005284,99093,2025-02-10 05:44:40,Referral,Organic_Direct
LOG_005285,46918,2025-02-11 02:58:49,Direct Traffic,Organic_Direct
LOG_005286,59576,2025-02-10 12:14:41,Direct Traffic,Organic_Direct
LOG_005287,46442,2025-02-11 08:53:41,Direct Traffic,Organic_Direct
LOG_005288,20743,2025-02-11 06:07:09,Direct Traffic,Organic_Direct
LOG_005289,59102,2025-02-11 10:34:31,Referral,Discount Offer
LOG_005290,15152,2025-02-10 05:16:44,Search Ads,Winter Sale
LOG_005291,13967,2025-02-11 22:55:54,Social Media,Organic_Direct
LOG_005292,35887,2025-02-11 19:13:58,Social Media,New Product Launch
LOG_005293,44393,2025-02-11 08:02:04,Display Ads,Winter Sale
LOG_005294,72612,2025-02-10 12:22:38,Direct Traffic,Organic_Direct
LOG_005295,33255,2025-02-11 19:49:25,Search Ads,Winter Sale
LOG_005296,25615,2025-02-10 06:40:19,Direct Traffic,Organic_Direct
LOG_005297,33106,2025-02-11 19:13:56,Social Media,Organic_Direct
LOG_005298,24771,2025-02-11 17:29:50,Social Media,Discount Offer
LOG_005299,21704,2025-02-11 05:15:15,Email,Discount Offer
LOG_005300,30578,2025-02-10 00:53:40,Direct Traffic,Organic_Direct
LOG_005301,56050,2025-02-11 06:46:10,Direct Traffic,Organic_Direct
LOG_005302,49991,2025-02-10 18:35:11,Social Media,Winter Sale
LOG_005303,50839,2025-02-10 23:21:06,Referral,Brand Awareness
LOG_005304,28594,2025-02-10 09:26:10,Search Ads,Organic_Direct
LOG_005305,55745,2025-02-10 01:18:08,Search Ads,New Product Launch
LOG_005306,26097,2025-02-10 12:31:07,Search Ads,Organic_Direct
LOG_005307,30664,2025-02-10 17:44:50,Social Media,Organic_Direct
LOG_005308,85459,2025-02-10 11:14:15,Referral,Organic_Direct
LOG_005309,82044,2025-02-10 10:51:17,Email,New Product Launch
LOG_005310,39277,2025-02-10 06:04:02,Referral,Retargeting
LOG_005311,81851,2025-02-10 21:43:28,Referral,Organic_Direct
LOG_005312,99995,2025-02-10 02:59:38,Referral,Winter Sale
LOG_005313,25790,2025-02-11 03:33:35,Direct Traffic,Organic_Direct
LOG_005314,97726,2025-02-10 08:57:26,Email,Organic_Direct
LOG_005315,27556,2025-02-11 14:57:53,Search Ads,New Product Launch
LOG_005316,26601,2025-02-11 20:25:36,Referral,Brand Awareness
LOG_005317,56501,2025-02-10 15:20:17,Direct Traffic,Organic_Direct
LOG_005318,38683,2025-02-11 12:17:06,Direct Traffic,Organic_Direct
LOG_005319,15578,2025-02-11 19:58:34,Direct Traffic,Organic_Direct
LOG_005320,97135,2025-02-11 16:59:21,Email,Brand Awareness
LOG_005321,66863,2025-02-11 10:56:11,Search Ads,Retargeting
LOG_005322,61331,2025-02-10 09:42:56,Email,Retargeting
LOG_005323,16863,2025-02-10 09:38:46,Search Ads,Retargeting
LOG_005324,66238,2025-02-10 14:37:11,Referral,Discount Offer
LOG_005325,69415,2025-02-11 00:44:06,Referral,Discount Offer
LOG_005326,13444,2025-02-10 22:47:40,Referral,Discount Offer
LOG_005327,98310,2025-02-11 06:45:22,Referral,Discount Offer
LOG_005328,68700,2025-02-11 09:40:32,Social Media,Organic_Direct
LOG_005329,59102,2025-02-10 03:53:36,Email,Brand Awareness
LOG_005330,98219,2025-02-11 19:59:52,Display Ads,Organic_Direct
LOG_005331,60973,2025-02-11 19:57:38,Direct Traffic,Organic_Direct
LOG_005332,46738,2025-02-11 03:44:12,Email,Organic_Direct
LOG_005333,24256,2025-02-11 17:10:44,Referral,Organic_Direct
LOG_005334,22743,2025-02-11 08:09:18,Direct Traffic,Organic_Direct
LOG_005335,25124,2025-02-10 13:01:43,Display Ads,Retargeting
LOG_005336,87204,2025-02-10 11:57:33,Search Ads,New Product Launch
LOG_005337,62446,2025-02-10 04:12:12,Email,Winter Sale
LOG_005338,35456,2025-02-10 13:52:51,Social Media,Organic_Direct
LOG_005339,49647,2025-02-10 03:37:50,Referral,Winter Sale
LOG_005340,87436,2025-02-11 21:41:42,Social Media,Retargeting
LOG_005341,12806,2025-02-11 09:38:24,Social Media,New Product Launch
LOG_005342,37648,2025-02-10 11:17:52,Email,Brand Awareness
LOG_005343,27814,2025-02-10 01:45:38,Display Ads,Brand Awareness
LOG_005344,90213,2025-02-11 17:28:23,Display Ads,Organic_Direct
LOG_005345,70222,2025-02-11 18:26:07,Referral,Organic_Direct
LOG_005346,17012,2025-02-10 07:02:44,Social Media,Discount Offer
LOG_005347,27371,2025-02-11 06:11:32,Referral,Brand Awareness
LOG_005348,20460,2025-02-11 11:30:14,Email,Winter Sale
LOG_005349,55190,2025-02-10 04:23:23,Search Ads,New Product Launch
LOG_005350,56961,2025-02-10 19:52:25,Direct Traffic,Organic_Direct
LOG_005351,97135,2025-02-10 19:20:18,Search Ads,Retargeting
LOG_005352,84060,2025-02-11 03:57:30,Search Ads,Brand Awareness
LOG_005353,60022,2025-02-10 22:08:58,Social Media,Brand Awareness
LOG_005354,64521,2025-02-10 20:20:45,Direct Traffic,Organic_Direct
LOG_005355,12459,2025-02-11 21:08:54,Referral,Brand Awareness
LOG_005356,68787,2025-02-10 04:58:25,Direct Traffic,Organic_Direct
LOG_005357,40517,2025-02-10 20:33:31,Email,Retargeting
LOG_005358,67283,2025-02-11 01:35:13,Social Media,New Product Launch
LOG_005359,85549,2025-02-10 16:33:37,Referral,Organic_Direct
LOG_005360,31285,2025-02-11 03:55:24,Referral,Brand Awareness
LOG_005361,60888,2025-02-10 11:56:07,Referral,Retargeting
LOG_005362,82338,2025-02-11 20:45:13,Email,Discount Offer
LOG_005363,73183,2025-02-11 01:08:20,Display Ads,Organic_Direct
LOG_005364,35961,2025-02-10 02:58:39,Direct Traffic,Organic_Direct
LOG_005365,81371,2025-02-11 05:54:33,Direct Traffic,Organic_Direct
LOG_005366,54664,2025-02-10 04:06:18,Display Ads,Brand Awareness
LOG_005367,67074,2025-02-10 08:27:38,Email,Winter Sale
LOG_005368,42360,2025-02-10 20:51:03,Social Media,Retargeting
LOG_005369,78574,2025-02-11 16:56:52,Search Ads,Retargeting
LOG_005370,72741,2025-02-11 07:25:13,Display Ads,Brand Awareness
LOG_005371,90848,2025-02-10 14:32:08,Display Ads,Brand Awareness
LOG_005372,21644,2025-02-11 14:00:11,Display Ads,Brand Awareness
LOG_005373,31134,2025-02-10 19:22:53,Email,Retargeting
LOG_005374,60571,2025-02-11 19:53:19,Referral,Retargeting
LOG_005375,34395,2025-02-11 15:07:26,Email,Winter Sale
LOG_005376,92167,2025-02-10 16:55:37,Display Ads,Discount Offer
LOG_005377,76911,2025-02-10 08:31:50,Display Ads,Brand Awareness
LOG_005378,79863,2025-02-11 21:09:40,Display Ads,New Product Launch
LOG_005379,40164,2025-02-11 01:01:20,Search Ads,New Product Launch
LOG_005380,80670,2025-02-11 03:04:58,Email,Discount Offer
LOG_005381,24251,2025-02-10 07:25:19,Display Ads,Brand Awareness
LOG_005382,62907,2025-02-11 15:31:12,Display Ads,New Product Launch
LOG_005383,57739,2025-02-10 19:12:39,Referral,Retargeting
LOG_005384,56075,2025-02-10 00:48:53,Direct Traffic,Organic_Direct
LOG_005385,78083,2025-02-10 12:50:57,Display Ads,Discount Offer
LOG_005386,95948,2025-02-10 20:54:52,Search Ads,Discount Offer
LOG_005387,37708,2025-02-11 23:41:40,Search Ads,Retargeting
LOG_005388,39572,2025-02-10 23:26:14,Email,Organic_Direct
LOG_005389,71753,2025-02-10 06:19:47,Social Media,Retargeting
LOG_005390,82862,2025-02-11 10:45:19,Direct Traffic,Organic_Direct
LOG_005391,61401,2025-02-10 00:20:26,Direct Traffic,Organic_Direct
LOG_005392,21628,2025-02-11 02:31:31,Email,Organic_Direct
LOG_005393,21504,2025-02-10 08:11:42,Social Media,New Product Launch
LOG_005394,15351,2025-02-11 01:35:22,Social Media,Discount Offer
LOG_005395,44827,2025-02-11 22:40:40,Social Media,Discount Offer
LOG_005396,20895,2025-02-11 12:09:22,Search Ads,Brand Awareness
LOG_005397,45750,2025-02-11 13:08:23,Direct Traffic,Organic_Direct
LOG_005398,95665,2025-02-10 17:59:44,Display Ads,Retargeting
LOG_005399,72379,2025-02-11 02:19:38,Referral,New Product Launch
LOG_005400,97756,2025-02-11 04:31:05,Social Media,Discount Offer
LOG_005401,88567,2025-02-10 03:44:42,Direct Traffic,Organic_Direct
LOG_005402,63181,2025-02-10 05:37:54,Email,Discount Offer
LOG_005403,87909,2025-02-11 22:39:56,Direct Traffic,Organic_Direct
LOG_005404,49655,2025-02-10 04:35:06,Email,Brand Awareness
LOG_005405,46373,2025-02-10 16:33:48,Display Ads,Discount Offer
LOG_005406,62225,2025-02-11 05:12:49,Email,Brand Awareness
LOG_005407,80769,2025-02-11 00:08:44,Direct Traffic,Organic_Direct
LOG_005408,52609,2025-02-11 17:43:41,Email,Organic_Direct
LOG_005409,38046,2025-02-10 22:48:42,Email,Discount Offer
LOG_005410,27347,2025-02-11 01:47:51,Display Ads,Brand Awareness
LOG_005411,39696,2025-02-11 17:27:54,Email,Brand Awareness
LOG_005412,10843,2025-02-11 05:15:46,Email,Winter Sale
LOG_005413,98055,2025-02-10 08:20:56,Email,Winter Sale
LOG_005414,68681,2025-02-11 00:51:50,Display Ads,Discount Offer
LOG_005415,30446,2025-02-11 18:44:18,Display Ads,Brand Awareness
LOG_005416,39559,2025-02-10 12:22:13,Referral,Discount Offer
LOG_005417,90701,2025-02-10 19:30:16,Direct Traffic,Organic_Direct
LOG_005418,99321,2025-02-11 16:25:42,Email,Retargeting
LOG_005419,69153,2025-02-10 00:45:38,Direct Traffic,Organic_Direct
LOG_005420,87204,2025-02-10 08:41:32,Email,Organic_Direct
LOG_005421,46334,2025-02-10 23:02:51,Email,Brand Awareness
LOG_005422,69619,2025-02-11 16:09:54,Direct Traffic,Organic_Direct
LOG_005423,49529,2025-02-11 17:33:19,Direct Traffic,Organic_Direct
LOG_005424,25105,2025-02-10 03:56:31,Search Ads,Winter Sale
LOG_005425,53636,2025-02-10 11:27:26,Display Ads,New Product Launch
LOG_005426,21596,2025-02-10 20:50:36,Display Ads,Winter Sale
LOG_005427,37621,2025-02-11 19:27:09,Social Media,Brand Awareness
LOG_005428,64847,2025-02-10 22:46:32,Display Ads,Discount Offer
LOG_005429,26185,2025-02-10 22:55:20,Search Ads,Organic_Direct
LOG_005430,54334,2025-02-11 11:54:57,Search Ads,Retargeting
LOG_005431,26021,2025-02-10 07:56:53,Search Ads,Winter Sale
LOG_005432,38485,2025-02-10 09:26:34,Search Ads,Winter Sale
LOG_005433,38683,2025-02-11 17:46:46,Email,New Product Launch
LOG_005434,59232,2025-02-10 00:43:11,Referral,Organic_Direct
LOG_005435,25019,2025-02-11 02:41:40,Direct Traffic,Organic_Direct
LOG_005436,80527,2025-02-11 08:49:08,Social Media,Organic_Direct
LOG_005437,94388,2025-02-10 02:29:02,Direct Traffic,Organic_Direct
LOG_005438,75208,2025-02-10 14:05:32,Referral,Organic_Direct
LOG_005439,54259,2025-02-10 16:39:19,Email,Retargeting
LOG_005440,26783,2025-02-10 08:23:14,Email,Retargeting
LOG_005441,41377,2025-02-10 09:59:48,Display Ads,Discount Offer
LOG_005442,76732,2025-02-10 14:01:42,Social Media,Winter Sale
LOG_005443,17598,2025-02-10 07:12:35,Search Ads,Brand Awareness
LOG_005444,25147,2025-02-11 18:27:18,Display Ads,Organic_Direct
LOG_005445,50704,2025-02-11 08:48:07,Search Ads,Brand Awareness
LOG_005446,16834,2025-02-11 23:53:37,Referral,Winter Sale
LOG_005447,40368,2025-02-11 10:56:11,Display Ads,New Product Launch
LOG_005448,62101,2025-02-10 18:36:13,Email,Organic_Direct
LOG_005449,71932,2025-02-11 07:15:17,Social Media,Brand Awareness
LOG_005450,98418,2025-02-11 09:50:48,Search Ads,Organic_Direct
LOG_005451,85419,2025-02-11 10:23:17,Display Ads,Brand Awareness
LOG_005452,99157,2025-02-11 06:31:16,Display Ads,Organic_Direct
LOG_005453,68180,2025-02-11 12:31:06,Social Media,Winter Sale
LOG_005454,43767,2025-02-10 12:21:56,Social Media,Brand Awareness
LOG_005455,72518,2025-02-10 08:19:03,Search Ads,Discount Offer
LOG_005456,62843,2025-02-10 23:42:17,Social Media,Organic_Direct
LOG_005457,17619,2025-02-11 19:06:36,Search Ads,New Product Launch
LOG_005458,31070,2025-02-10 12:40:31,Email,Retargeting
LOG_005459,11790,2025-02-10 23:43:39,Social Media,Discount Offer
LOG_005460,68762,2025-02-11 04:47:43,Display Ads,Organic_Direct
LOG_005461,14398,2025-02-11 08:21:30,Direct Traffic,Organic_Direct
LOG_005462,46667,2025-02-10 06:38:42,Referral,Brand Awareness
LOG_005463,62471,2025-02-10 12:16:49,Search Ads,Retargeting
LOG_005464,33189,2025-02-10 07:48:20,Email,New Product Launch
LOG_005465,19049,2025-02-10 08:46:10,Search Ads,Winter Sale
LOG_005466,55631,2025-02-10 03:12:53,Referral,Organic_Direct
LOG_005467,53859,2025-02-11 06:09:07,Email,Retargeting
LOG_005468,50501,2025-02-10 09:56:25,Direct Traffic,Organic_Direct
LOG_005469,39460,2025-02-11 22:54:55,Referral,New Product Launch
LOG_005470,33345,2025-02-11 07:54:04,Referral,Discount Offer
LOG_005471,17634,2025-02-10 10:39:23,Referral,Retargeting
LOG_005472,58481,2025-02-10 15:41:31,Email,Organic_Direct
LOG_005473,26763,2025-02-11 19:36:38,Referral,Brand Awareness
LOG_005474,64204,2025-02-10 09:41:54,Social Media,Discount Offer
LOG_005475,59072,2025-02-10 18:00:11,Referral,Winter Sale
LOG_005476,17726,2025-02-11 16:58:31,Search Ads,Winter Sale
LOG_005477,91904,2025-02-10 15:43:57,Referral,Winter Sale
LOG_005478,64767,2025-02-11 02:08:48,Direct Traffic,Organic_Direct
LOG_005479,27589,2025-02-11 04:16:26,Display Ads,Retargeting
LOG_005480,33601,2025-02-11 10:40:34,Direct Traffic,Organic_Direct
LOG_005481,70576,2025-02-10 05:14:24,Display Ads,Winter Sale
LOG_005482,99566,2025-02-11 16:47:19,Direct Traffic,Organic_Direct
LOG_005483,27463,2025-02-10 15:15:19,Display Ads,Retargeting
LOG_005484,50636,2025-02-11 21:05:11,Email,New Product Launch
LOG_005485,37722,2025-02-10 22:05:52,Email,Retargeting
LOG_005486,26727,2025-02-10 08:46:28,Email,Winter Sale
LOG_005487,37903,2025-02-11 17:27:24,Display Ads,Discount Offer
LOG_005488,65082,2025-02-10 02:28:30,Email,New Product Launch
LOG_005489,55176,2025-02-11 08:20:51,Display Ads,Brand Awareness
LOG_005490,85486,2025-02-11 01:39:06,Referral,Brand Awareness
LOG_005491,83312,2025-02-10 18:06:49,Email,Brand Awareness
LOG_005492,63489,2025-02-11 05:05:49,Email,Winter Sale
LOG_005493,42030,2025-02-11 19:33:38,Email,Winter Sale
LOG_005494,58938,2025-02-10 11:53:22,Direct Traffic,Organic_Direct
LOG_005495,40362,2025-02-11 18:22:37,Direct Traffic,Organic_Direct
LOG_005496,87642,2025-02-10 10:07:27,Social Media,Retargeting
LOG_005497,16758,2025-02-10 21:01:30,Direct Traffic,Organic_Direct
LOG_005498,36377,2025-02-10 22:45:33,Direct Traffic,Organic_Direct
LOG_005499,15921,2025-02-10 05:11:05,Search Ads,Winter Sale
LOG_005500,98320,2025-02-10 07:14:24,Direct Traffic,Organic_Direct
LOG_005501,95739,2025-02-11 01:36:48,Direct Traffic,Organic_Direct
LOG_005502,41377,2025-02-10 23:59:52,Social Media,Brand Awareness
LOG_005503,35824,2025-02-10 01:02:59,Search Ads,Brand Awareness
LOG_005504,63820,2025-02-10 14:26:19,Social Media,New Product Launch
LOG_005505,64867,2025-02-11 08:25:26,Direct Traffic,Organic_Direct
LOG_005506,88027,2025-02-10 08:33:44,Search Ads,Discount Offer
LOG_005507,56768,2025-02-10 02:31:38,Social Media,New Product Launch
LOG_005508,78604,2025-02-10 08:04:59,Search Ads,Discount Offer
LOG_005509,45571,2025-02-10 12:31:20,Social Media,Brand Awareness
LOG_005510,55756,2025-02-11 23:23:50,Social Media,Brand Awareness
